Item Properties_Item Name,Item Properties_Can Have Enchantments,Item Properties_Used In Crafting,Item Properties_Obtainable From Crafting,"Item Properties_Has A Unique ""Use"" Function",Can Be Cooked_Furnace,Can Be Cooked_Smoker/Campfire,Can Be Cooked_Blast Furnace,Rarity_Common,Rarity_Uncommon,Rarity_Rare,Rarity_Epic,Keywords
Enchanted Book (Protection II),True,True,False,False,False,False,False,True,False,True,False,"(protection, book, ii), enchanted"
Enchanted Book (Protection III,True,True,False,False,False,False,False,True,False,True,False,"(protection, book, enchanted, iii"
Enchanted Book (Protection IV),True,True,False,False,False,False,False,True,False,True,False,"(protection, iv), book, enchanted"
Enchanted Book (Blast Protection I),True,True,False,False,False,False,False,True,False,True,False,"book, (blast, i), protection, enchanted"
Enchanted Book (Blast Protection II),True,True,False,False,False,False,False,True,False,True,False,"book, (blast, ii), protection, enchanted"
Enchanted Book (Blast Protection III),True,True,False,False,False,False,False,True,False,True,False,"book, (blast, iii), protection, enchanted"
Enchanted Book (Blast Protection IV),True,True,False,False,False,False,False,True,False,True,False,"iv), book, (blast, protection, enchanted"
Enchanted Book (Fire Protection I),True,True,False,False,False,False,False,True,False,True,False,"book, (fire, i), protection, enchanted"
Enchanted Book (Fire Protection II),True,True,False,False,False,False,False,True,False,True,False,"book, (fire, ii), protection, enchanted"
Enchanted Book (Fire Protection III),True,True,False,False,False,False,False,True,False,True,False,"book, (fire, iii), protection, enchanted"
Enchanted Book (Fire Protection IV),True,True,False,False,False,False,False,True,False,True,False,"iv), book, (fire, protection, enchanted"
Enchanted Book (Projectile Protection I),True,True,False,False,False,False,False,True,False,True,False,"(projectile, book, i), protection, enchanted"
Enchanted Book (Projectile Protection II),True,True,False,False,False,False,False,True,False,True,False,"(projectile, book, ii), protection, enchanted"
Enchanted Book (Projectile Protection III),True,True,False,False,False,False,False,True,False,True,False,"(projectile, book, iii), protection, enchanted"
Enchanted Book (Projectile Protection IV),True,True,False,False,False,False,False,True,False,True,False,"iv), (projectile, book, protection, enchanted"
Enchanted Book (Thorns I),True,True,False,False,False,False,False,True,False,True,False,"(thorns, book, i), enchanted"
Enchanted Book (Thorns II),True,True,False,False,False,False,False,True,False,True,False,"(thorns, book, ii), enchanted"
Enchanted Book (Thorns III),True,True,False,False,False,False,False,True,False,True,False,"(thorns, book, iii), enchanted"
Enchanted Book (Respiration I),True,True,False,False,False,False,False,True,False,True,False,"(respiration, book, i), enchanted"
Enchanted Book (Respiration II),True,True,False,False,False,False,False,True,False,True,False,"(respiration, book, ii), enchanted"
Enchanted Book (Respiration III),True,True,False,False,False,False,False,True,False,True,False,"(respiration, book, iii), enchanted"
Enchanted Book (Aqua Affinity),True,True,False,False,False,False,False,True,False,True,False,"(aqua, book, enchanted, affinity)"
Enchanted Book (Swift Sneak I),False,True,False,False,False,False,False,True,False,True,False,"book, (swift, i), sneak, enchanted"
Enchanted Book (Swift Sneak II),False,True,False,False,False,False,False,True,False,True,False,"book, (swift, sneak, ii), enchanted"
Enchanted Book (Swift Sneak III),False,True,False,False,False,False,False,True,False,True,False,"book, (swift, sneak, iii), enchanted"
Enchanted Book (Feather Falling I),True,True,False,False,False,False,False,True,False,True,False,"book, i), (feather, falling, enchanted"
Enchanted Book (Feather Falling II),True,True,False,False,False,False,False,True,False,True,False,"book, (feather, falling, ii), enchanted"
Enchanted Book (Feather Falling III),True,True,False,False,False,False,False,True,False,True,False,"book, (feather, falling, iii), enchanted"
Enchanted Book (Feather Falling IV),True,True,False,False,False,False,False,True,False,True,False,"iv), book, (feather, falling, enchanted"
Enchanted Book (Soul Speed I),False,True,False,False,False,False,False,True,False,True,False,"book, i), (soul, speed, enchanted"
Enchanted Book (Soul Speed II),False,True,False,False,False,False,False,True,False,True,False,"book, (soul, ii), speed, enchanted"
Enchanted Book (Soul Speed III),False,True,False,False,False,False,False,True,False,True,False,"book, (soul, iii), speed, enchanted"
Enchanted Book (Depth Strider I),True,True,False,False,False,False,False,True,False,True,False,"book, i), enchanted, (depth, strider"
Enchanted Book (Depth Strider II),True,True,False,False,False,False,False,True,False,True,False,"book, ii), enchanted, (depth, strider"
Enchanted Book (Depth Strider III),True,True,False,False,False,False,False,True,False,True,False,"book, iii), enchanted, (depth, strider"
Enchanted Book (Frost Walker I),True,True,False,False,False,False,False,True,False,True,False,"book, i), (frost, walker, enchanted"
Enchanted Book (Frost Walker II),True,True,False,False,False,False,False,True,False,True,False,"book, (frost, walker, ii), enchanted"
Enchanted Book (Sharpness I),True,True,False,False,False,False,False,True,False,True,False,"i), book, enchanted, (sharpness"
Enchanted Book (Sharpness II),True,True,False,False,False,False,False,True,False,True,False,"book, ii), enchanted, (sharpness"
Enchanted Book (Sharpness III),True,True,False,False,False,False,False,True,False,True,False,"book, iii), enchanted, (sharpness"
Enchanted Book (Sharpness IV),True,True,False,False,False,False,False,True,False,True,False,"iv), book, enchanted, (sharpness"
Enchanted Book (Sharpness V),True,True,False,False,False,False,False,True,False,True,False,"book, v), enchanted, (sharpness"
Enchanted Book (Smite I),True,True,False,False,False,False,False,True,False,True,False,"(smite, i), book, enchanted"
Enchanted Book (Smite II),True,True,False,False,False,False,False,True,False,True,False,"(smite, book, ii), enchanted"
Enchanted Book (Smite III),True,True,False,False,False,False,False,True,False,True,False,"(smite, book, iii), enchanted"
Enchanted Book (Smite IV),True,True,False,False,False,False,False,True,False,True,False,"(smite, iv), book, enchanted"
Enchanted Book (Smite V),True,True,False,False,False,False,False,True,False,True,False,"(smite, book, v), enchanted"
Enchanted Book (Bane Of Arthropods I),True,True,False,False,False,False,False,True,False,True,False,"arthropods, book, i), of, (bane, enchanted"
Enchanted Book (Bane Of Arthropods II),True,True,False,False,False,False,False,True,False,True,False,"arthropods, book, of, ii), (bane, enchanted"
Enchanted Book (Bane Of Arthropods III),True,True,False,False,False,False,False,True,False,True,False,"arthropods, book, of, iii), (bane, enchanted"
Enchanted Book (Bane Of Arthropods IV),True,True,False,False,False,False,False,True,False,True,False,"arthropods, iv), book, of, (bane, enchanted"
Enchanted Book (Bane Of Arthropods V),True,True,False,False,False,False,False,True,False,True,False,"arthropods, book, v), of, (bane, enchanted"
Enchanted Book (Looting I),True,True,False,False,False,False,False,True,False,True,False,"(looting, book, i), enchanted"
Enchanted Book (Looting II),True,True,False,False,False,False,False,True,False,True,False,"(looting, book, ii), enchanted"
Enchanted Book (Looting III),True,True,False,False,False,False,False,True,False,True,False,"(looting, book, iii), enchanted"
Enchanted Book (Sweeping Edge I),True,True,False,False,False,False,False,True,False,True,False,"book, edge, (sweeping, i), enchanted"
Enchanted Book (Sweeping Edge II),True,True,False,False,False,False,False,True,False,True,False,"book, edge, (sweeping, ii), enchanted"
Enchanted Book (Sweeping Edge III),True,True,False,False,False,False,False,True,False,True,False,"book, edge, (sweeping, iii), enchanted"
Enchanted Book (Fire Aspect I),True,True,False,False,False,False,False,True,False,True,False,"book, aspect, (fire, i), enchanted"
Enchanted Book (Fire Aspect II),True,True,False,False,False,False,False,True,False,True,False,"book, aspect, (fire, ii), enchanted"
Enchanted Book (Knockback I),True,True,False,False,False,False,False,True,False,True,False,"(knockback, i), book, enchanted"
Enchanted Book (Knockback II),True,True,False,False,False,False,False,True,False,True,False,"(knockback, book, ii), enchanted"
Enchanted Book (Efficiency I),True,True,False,False,False,False,False,True,False,True,False,"i), book, (efficiency, enchanted"
Enchanted Book (Efficiency II),True,True,False,False,False,False,False,True,False,True,False,"book, ii), (efficiency, enchanted"
Enchanted Book (Efficiency III),True,True,False,False,False,False,False,True,False,True,False,"iii), book, (efficiency, enchanted"
Enchanted Book (Efficiency IV),True,True,False,False,False,False,False,True,False,True,False,"iv), book, (efficiency, enchanted"
Enchanted Book (Efficiency V),True,True,False,False,False,False,False,True,False,True,False,"book, v), (efficiency, enchanted"
Enchanted Book (Fortune I),True,True,False,False,False,False,False,True,False,True,False,"i), book, (fortune, enchanted"
Enchanted Book (Fortune II),True,True,False,False,False,False,False,True,False,True,False,"book, (fortune, ii), enchanted"
Enchanted Book (Fortune III),True,True,False,False,False,False,False,True,False,True,False,"book, (fortune, iii), enchanted"
Enchanted Book (Silk Touch),True,True,False,False,False,False,False,True,False,True,False,"(silk, book, touch), enchanted"
Enchanted Book (Power I),True,True,False,False,False,False,False,True,False,True,False,"(power, i), book, enchanted"
Enchanted Book (Power II),True,True,False,False,False,False,False,True,False,True,False,"(power, book, ii), enchanted"
Enchanted Book (Power III),True,True,False,False,False,False,False,True,False,True,False,"(power, book, iii), enchanted"
Enchanted Book (Power IV),True,True,False,False,False,False,False,True,False,True,False,"(power, iv), book, enchanted"
Enchanted Book (Power V),True,True,False,False,False,False,False,True,False,True,False,"(power, book, v), enchanted"
Enchanted Book (Punch I),True,True,False,False,False,False,False,True,False,True,False,"i), book, (punch, enchanted"
Enchanted Book (Punch II),True,True,False,False,False,False,False,True,False,True,False,"book, ii), (punch, enchanted"
Enchanted Book (Flame),True,True,False,False,False,False,False,True,False,True,False,"book, (flame), enchanted"
Enchanted Book (Infinity),True,True,False,False,False,False,False,True,False,True,False,"book, enchanted, (infinity)"
Enchanted Book (Piercing I),True,True,False,False,False,False,False,True,False,True,False,"i), book, (piercing, enchanted"
Enchanted Book (Piercing II),True,True,False,False,False,False,False,True,False,True,False,"book, (piercing, ii), enchanted"
Enchanted Book (Piercing III),True,True,False,False,False,False,False,True,False,True,False,"book, (piercing, iii), enchanted"
Enchanted Book (Piercing IV),True,True,False,False,False,False,False,True,False,True,False,"iv), book, (piercing, enchanted"
Enchanted Book (Quick Charge I),True,True,False,False,False,False,False,True,False,True,False,"book, i), (quick, charge, enchanted"
Enchanted Book (Quick Charge II),True,True,False,False,False,False,False,True,False,True,False,"book, (quick, ii), charge, enchanted"
Enchanted Book (Quick Charge III),True,True,False,False,False,False,False,True,False,True,False,"book, (quick, iii), charge, enchanted"
Enchanted Book (Multishot),True,True,False,False,False,False,False,True,False,True,False,"book, (multishot), enchanted"
Enchanted Book (Impaling I),True,True,False,False,False,False,False,True,False,True,False,"i), book, enchanted, (impaling"
Enchanted Book (Impaling II),True,True,False,False,False,False,False,True,False,True,False,"book, ii), enchanted, (impaling"
Enchanted Book (Impaling III),True,True,False,False,False,False,False,True,False,True,False,"book, iii), enchanted, (impaling"
Enchanted Book (Impaling IV),True,True,False,False,False,False,False,True,False,True,False,"iv), book, enchanted, (impaling"
Enchanted Book (Impaling V),True,True,False,False,False,False,False,True,False,True,False,"book, v), enchanted, (impaling"
Enchanted Book (Riptide I),True,True,False,False,False,False,False,True,False,True,False,"(riptide, book, i), enchanted"
Enchanted Book (Riptide II),True,True,False,False,False,False,False,True,False,True,False,"(riptide, book, ii), enchanted"
Enchanted Book (Riptide III),True,True,False,False,False,False,False,True,False,True,False,"(riptide, book, iii), enchanted"
